person_id,arrest_id_current,age_at_arrest,sex,race,arrest_date_current,y,current_charge_felony,num_fel_arrests_last_year
32341,6850726,18.654794520547945,M,Black,2016-07-13,1,1,0
293396,2710557,37.70958904109589,M,White,2018-11-12,0,0,0
479978,7495234,23.75068493150685,M,White,2016-02-07,0,0,0
2556504,5118851,39.15068493150685,F,White,2017-09-26,0,0,0
79687,7247779,30.323287671232876,M,Other,2016-04-12,0,0,0
707024,6915516,37.88493150684931,M,Black,2016-06-26,0,1,0
512354,7388658,55.52328767123288,F,White,2016-03-03,0,1,0
3074655,6891149,58.4,M,Asian,2016-07-04,0,0,0
2879059,7203402,20.986301369863018,F,Black,2016-04-22,0,0,0
207810,3739546,27.51780821917808,M,Black,2018-05-20,0,0,0
2106053,6397938,47.74520547945205,F,White,2016-11-21,0,1,0
3668762,5918533,29.13150684931507,M,Black,2017-04-07,0,1,0
3243981,7603993,59.67397260273973,M,White,2016-01-02,0,0,0
337852,5692653,30.252054794520543,M,Asian,2017-06-01,0,0,0
40226,3212729,31.235616438356164,M,Black,2018-08-07,0,0,0
1611752,3648891,41.035616438356165,M,White,2018-06-06,0,0,0
34896,6275350,27.145205479452056,M,Black,2017-01-05,0,0,0
1113786,7061405,21.46027397260274,F,Black,2016-05-13,1,0,0
3593307,3702546,40.92876712328767,F,mixed,2018-05-27,0,0,0
1137620,3130830,33.10958904109589,M,Black,2018-08-24,1,0,0
1782791,7055804,20.435616438356163,M,Black,2016-05-14,0,1,0
847994,7311479,25.2986301369863,M,Black,2016-03-25,1,0,0
91690,5883395,25.665753424657535,M,Black,2017-04-17,0,0,0
101770,5351996,26.92602739726027,F,,2017-08-15,0,0,0
69474,6460426,30.30958904109589,F,White,2016-11-07,0,0,0
230776,4915633,27.638356164383563,M,Black,2017-10-30,0,0,0
48528,3851361,25.53972602739726,M,White,2018-04-29,0,0,0
210420,6496625,21.895890410958906,F,Black,2016-10-26,0,0,0
115414,2907915,26.783561643835615,M,,2018-10-05,0,0,0
780656,6969145,19.665753424657535,M,Black,2016-06-09,0,1,0
3587427,5694673,35.38904109589041,M,mixed,2017-06-01,0,0,0
977062,7580589,45.25205479452055,M,White,2016-01-10,0,0,0
33429,6523146,24.572602739726022,M,mixed,2016-10-19,0,1,0
306374,4456365,53.26027397260274,F,Asian,2018-01-24,0,0,0
1457941,7138010,43.21917808219178,F,White,2016-05-11,0,0,0
74829,3392137,27.47945205479452,M,Black,2018-07-21,0,0,0
909864,6892870,22.273972602739725,M,Black,2016-07-02,0,0,2
2452788,7603699,26.33150684931507,M,Black,2016-01-03,1,1,0
271093,3188624,20.695890410958903,M,Black,2018-08-11,0,0,0
91481,4650173,21.28219178082192,M,Black,2017-12-13,0,0,0
316704,5008270,37.704109589041096,M,Other,2017-10-16,0,0,0
74723,4502652,33.131506849315066,M,White,2018-01-16,0,0,0
2743,5728038,19.27123287671233,M,Black,2017-05-26,1,0,0
1119600,6891773,29.528767123287672,M,Asian,2016-07-03,0,0,0
1516499,4469015,63.25479452054795,M,White,2018-01-22,1,1,0
1814816,3247709,28.065753424657533,M,White,2018-07-31,0,0,0
742996,4599087,46.87945205479452,F,,2017-12-24,0,0,0
3585475,5625542,24.156164383561645,F,Black,2017-06-19,0,0,0
3198569,6798050,18.86027397260274,M,White,2016-07-29,0,0,0
1012225,6096461,50.657534246575345,M,White,2017-02-19,0,0,0
848793,3173957,25.6027397260274,M,Black,2018-08-17,0,0,0
717027,6303916,35.413698630136984,M,Black,2016-12-26,0,1,0
253477,7019251,51.3013698630137,M,White,2016-05-24,0,0,1
25060,4796664,25.947945205479453,F,Black,2017-11-19,1,0,0
1050738,3479577,22.24931506849315,M,Black,2018-07-06,0,0,0
1352518,3396602,23.51232876712329,M,Other,2018-07-20,0,1,0
1792449,6566103,61.81917808219178,M,Black,2016-10-05,0,1,0
754085,5633837,66.23835616438356,M,mixed,2017-06-16,0,1,0
1352780,3403451,49.43561643835616,F,,2018-07-19,0,0,0
63188,5775746,18.78904109589041,M,Black,2017-05-14,0,0,0
2880571,3659989,69.21369863013699,F,White,2018-06-04,0,0,0
320713,2868457,30.273972602739725,F,White,2018-10-12,0,0,0
15340,5697246,39.5972602739726,M,White,2017-05-31,1,0,1
323098,5801992,31.424657534246577,M,Black,2017-05-07,0,1,1
3570780,6097696,32.78082191780822,M,Black,2017-02-18,0,0,0
26152,4957370,27.528767123287672,M,Black,2017-10-24,0,1,1
1023661,3720697,32.657534246575345,M,Black,2018-05-22,0,0,0
1023093,3493710,18.852054794520548,M,Black,2018-07-04,0,0,0
524218,7175419,30.676712328767124,M,White,2016-04-30,0,0,0
3250583,6670200,35.484931506849314,M,White,2016-09-05,0,0,0
2880190,3877005,20.30958904109589,M,Black,2018-04-24,0,0,0
1440050,5113359,27.572602739726022,M,White,2017-09-26,0,1,0
28710,3904095,20.75068493150685,M,Black,2018-04-19,1,1,0
1664393,2668316,23.945205479452056,M,White,2018-11-20,0,0,0
3474214,5585491,43.20273972602739,M,Black,2017-06-27,0,0,0
531993,5598101,52.59178082191781,M,White,2017-06-23,0,0,0
3357477,5289777,39.53150684931507,M,White,2017-08-28,0,0,0
1800283,5381622,30.75068493150685,M,Black,2017-08-09,0,0,0
45181,3488332,19.268493150684932,M,Black,2018-07-05,1,0,0
1009066,5067540,20.96712328767123,M,Black,2017-10-04,0,0,2
2498706,6747081,22.81095890410959,M,Black,2016-08-13,0,0,0
68213,4612496,54.00547945205479,F,Black,2017-12-20,0,0,0
1123886,4973926,25.756164383561643,M,Black,2017-10-22,0,0,0
4981,6982985,37.38082191780822,M,White,2016-06-05,0,0,1
2248903,7276076,33.21095890410959,M,White,2016-04-04,0,0,0
28865,5883782,20.852054794520548,M,Black,2017-04-17,0,0,0
24904,5971420,26.78904109589041,F,White,2017-03-26,0,0,0
1275378,2532499,24.235616438356164,M,Black,2018-12-15,0,1,0
32790,6744042,24.991780821917807,M,Black,2016-08-15,0,0,0
66829,6871709,48.30684931506849,M,White,2016-07-06,0,0,2
3223578,7003161,41.298630136986304,F,Asian,2016-05-30,0,0,0
109307,6446640,24.194520547945206,M,Black,2016-11-11,0,1,0
716080,6651028,40.5972602739726,F,Black,2016-09-10,0,0,0
65964,6725060,24.34794520547945,M,Black,2016-08-20,1,0,0
206779,6680947,24.076712328767123,M,Black,2016-09-01,0,1,0
131507,6995889,31.076712328767123,M,mixed,2016-06-01,0,0,0
25425,4398368,38.364383561643834,M,White,2018-02-02,0,1,0
989231,2777894,20.942465753424656,M,Black,2018-10-30,0,0,0
3063044,6850396,24.063013698630137,F,mixed,2016-07-13,0,0,0
845123,5413918,46.97260273972603,M,Black,2017-08-03,1,0,0
300361,2563302,25.852054794520548,M,Black,2018-12-11,1,0,0
10066,7398258,45.61917808219178,M,Black,2016-03-01,0,0,0
1297492,6957590,22.775342465753425,M,White,2016-06-13,0,0,0
53882,4816008,37.16164383561644,M,White,2017-11-15,0,0,0
276664,2797309,42.106849315068494,M,Black,2018-10-26,0,1,0
82604,2576292,34.865753424657534,M,Black,2018-12-07,1,1,1
1246239,5897554,20.665753424657535,M,White,2017-04-12,0,0,0
228162,7542921,39.775342465753425,F,mixed,2016-01-20,0,0,0
451627,6724161,44.64109589041096,M,Black,2016-08-21,1,1,0
3462861,6676950,71.27123287671233,M,Black,2016-09-02,0,0,0
260781,3059137,19.3972602739726,M,Black,2018-09-07,0,1,0
2497447,5560404,55.80821917808219,F,Black,2017-07-04,0,1,0
1300240,7200598,26.747945205479457,M,Black,2016-04-23,0,0,0
1107929,4290696,49.46849315068493,F,White,2018-02-23,0,0,0
19626,4180689,21.15890410958904,F,mixed,2018-03-14,1,1,0
1460821,3682942,23.684931506849313,M,mixed,2018-05-30,0,0,0
88417,2485784,33.558904109589044,M,Black,2018-12-26,0,0,0
1662696,3586404,64.6109589041096,F,,2018-06-18,0,0,0
213336,4618067,29.852054794520548,F,Black,2017-12-19,0,1,0
319551,6096198,46.87671232876713,F,White,2017-02-19,0,0,0
1117726,7288288,50.95616438356164,M,Black,2016-03-31,0,0,0
78499,4314675,35.8,M,Black,2018-02-19,0,0,0
1762278,6434678,30.424657534246577,M,White,2016-11-15,0,0,0
502498,6774612,24.643835616438356,F,White,2016-08-05,0,0,0
31518,6313374,22.353424657534248,M,White,2016-12-21,1,1,2
1510722,6624477,31.087671232876712,M,White,2016-09-18,0,0,0
15353,3039691,34.391780821917806,F,White,2018-09-11,1,0,0
66832,4100820,33.62465753424657,M,Black,2018-03-28,1,1,0
3909,6370773,47.172602739726024,M,White,2016-12-01,1,1,1
11885,5223686,39.12876712328767,M,Black,2017-09-09,1,1,0
1602754,7539079,32.87123287671233,F,Black,2016-01-21,0,0,0
2792559,6313370,50.71780821917808,M,White,2016-12-21,0,0,0
49727,4697408,19.90684931506849,M,Black,2017-12-04,0,0,0
908756,7027943,35.915068493150685,M,Black,2016-05-21,0,0,0
83708,5168489,33.92328767123288,M,Black,2017-09-16,1,1,0
355986,3924651,33.83561643835616,F,White,2018-04-16,0,0,0
51883,5828497,25.980821917808218,M,mixed,2017-04-30,0,0,0
56320,4840593,35.95890410958904,M,Black,2017-11-11,0,0,0
63048,6194431,26.27671232876712,F,White,2017-01-26,0,0,0
56410,4937826,33.4027397260274,M,Black,2017-10-27,0,0,0
913768,7583303,41.04383561643836,M,Black,2016-01-08,0,0,0
228688,6486852,22.01095890410959,M,Black,2016-10-29,0,0,0
334186,5749590,35.76712328767123,M,,2017-05-21,0,0,0
134133,4513745,51.136986301369866,M,Black,2018-01-14,0,0,0
41991,6778366,24.93972602739726,M,White,2016-08-05,1,1,0
65745,2673805,27.67945205479452,M,White,2018-11-19,0,0,5
1305475,6891917,19.0,M,White,2016-07-03,0,1,0
57732,5844042,26.22739726027397,M,Black,2017-04-26,0,1,0
349867,6357251,23.82191780821918,F,White,2016-12-09,0,1,0
1251769,6228444,31.02191780821918,M,Black,2017-01-17,0,0,0
909652,3672977,59.91232876712328,M,Black,2018-05-31,0,0,0
2582339,7002347,28.726027397260275,F,White,2016-05-31,0,1,0
3212405,6143190,27.942465753424656,M,Black,2017-02-08,0,0,1
3587248,5684213,34.178082191780824,M,,2017-06-04,0,0,0
69777,5594049,27.216438356164385,M,Other,2017-06-24,0,0,2
1509614,7369356,52.19178082191781,M,White,2016-03-09,0,0,0
275082,3083081,48.989041095890414,M,Black,2018-09-04,0,0,0
1024658,2505635,24.912328767123288,M,Black,2018-12-20,0,0,0
329378,6316765,21.457534246575342,M,Black,2016-12-20,0,0,0
14780,11966928,22.197260273972603,M,White,2016-04-12,0,0,0
1633210,3775181,26.731506849315068,M,Black,2018-05-13,0,0,0
89034,5573668,32.09041095890411,M,White,2017-06-30,0,0,0
780358,4692540,32.16712328767123,M,White,2017-12-05,0,0,0
78786,6645202,24.15068493150685,M,White,2016-09-12,1,0,0
25238,6595530,20.353424657534248,M,White,2016-09-26,0,0,0
1288581,3548765,24.21095890410959,M,Black,2018-06-24,0,1,0
1039918,3743125,43.69315068493151,F,White,2018-05-18,0,0,0
763078,4111160,41.893150684931506,M,Black,2018-03-27,0,1,0
1014195,2573195,30.80821917808219,F,mixed,2018-12-08,0,1,0
540315,5238488,19.673972602739727,F,Black,2017-09-06,0,0,0
670471,5339923,31.03013698630137,F,Black,2017-08-17,1,1,0
173830,5732443,28.616438356164384,M,White,2017-05-25,0,0,0
994193,3625742,34.90958904109589,M,mixed,2018-06-10,0,0,0
1284992,5866672,38.0958904109589,M,White,2017-04-20,0,0,0
965786,7414853,36.28767123287671,M,Black,2016-02-25,0,0,0
1295291,7149171,37.394520547945206,M,White,2016-05-09,0,0,0
2938538,7144592,42.79178082191781,F,White,2016-05-10,0,0,0
848761,7291921,30.104109589041094,M,White,2016-03-31,1,1,3
32779,6049457,27.38082191780822,M,Black,2017-03-03,0,1,0
69058,7255033,49.24931506849315,F,mixed,2016-04-10,1,0,0
85370,3376936,32.28219178082192,M,,2018-07-24,1,1,0
3484,7383051,38.0,M,Black,2016-03-06,0,0,0
3363012,3601979,23.39178082191781,M,Black,2018-06-14,0,0,0
847667,5564259,32.27945205479452,F,Black,2017-07-03,0,0,0
65387,7194627,18.813698630136987,M,Black,2016-04-26,0,1,1
9102,4983747,24.898630136986306,M,Black,2017-10-19,1,1,1
873153,4532287,19.002739726027396,M,White,2018-01-10,0,0,0
575555,6920297,65.97260273972603,M,Black,2016-06-24,0,0,0
249937,5322293,27.84931506849315,M,Black,2017-08-21,0,0,0
971359,6234841,30.63287671232877,M,White,2017-01-15,0,1,0
1347952,4556922,19.016438356164382,M,Black,2018-01-04,0,0,0
12751,4435364,26.40821917808219,M,Black,2018-01-27,1,0,1
3211663,4741424,47.90958904109589,M,White,2017-11-28,0,0,0
76733,4573842,27.47945205479452,F,White,2017-12-30,0,0,1
2934014,7357128,27.756164383561643,F,White,2016-03-13,0,0,0
2581544,6598794,36.64383561643836,F,Black,2016-09-25,0,0,0
77897,6920623,30.2986301369863,M,White,2016-06-24,0,0,0
667567,6835425,50.54246575342466,M,Black,2016-07-18,0,0,0
3143337,2693604,28.542465753424658,M,Black,2018-11-15,0,0,0
247459,4852731,22.106849315068494,M,Black,2017-11-08,1,1,0
960754,7408280,23.986301369863018,M,Black,2016-02-27,0,0,0
81249,3377366,50.26849315068493,M,Black,2018-07-24,0,0,0
2515355,5436833,27.317808219178083,M,White,2017-07-29,0,0,0
1308319,5819314,19.27671232876712,M,Black,2017-05-02,0,0,0
785937,3083255,30.378082191780823,M,Black,2018-09-04,0,0,0
45613,3245978,36.178082191780824,F,Black,2018-07-31,0,0,0
1880894,4798059,19.931506849315067,F,Black,2017-11-18,0,0,0
56452,6237431,56.37808219178082,M,Black,2017-01-13,0,0,1
43195,2766114,20.693150684931503,M,Black,2018-11-01,0,0,1
202960,4331087,38.224657534246575,M,Black,2018-02-15,1,0,0
910635,4973877,61.016438356164386,M,Black,2017-10-22,0,0,0
1113857,7004850,36.29041095890411,M,White,2016-05-29,0,0,0
338042,6074091,43.61095890410959,F,White,2017-02-24,0,0,0
991504,6863492,29.306849315068497,F,Black,2016-07-08,0,0,0
3077859,6489288,21.63287671232877,M,Black,2016-10-28,0,0,0
50654,7378080,19.153424657534245,M,Black,2016-03-07,1,1,0
961194,3394043,55.55068493150685,M,Black,2018-07-20,0,0,0
126282,3573863,36.465753424657535,M,Black,2018-06-20,0,0,1
3249683,7005361,34.47123287671233,M,White,2016-05-28,0,0,0
242203,2472356,20.197260273972603,M,Black,2018-12-29,0,0,1
1072559,6845142,55.02739726027397,M,White,2016-07-15,0,0,0
68121,4871805,32.33698630136986,M,Black,2017-11-05,0,1,0
3071637,5672065,42.41917808219178,F,mixed,2017-06-07,0,0,0
51435,4761709,33.465753424657535,M,Black,2017-11-24,0,0,0
1279933,4267658,49.106849315068494,F,Asian,2018-02-27,0,0,0
1343831,4548723,45.35342465753425,F,White,2018-01-07,0,0,0
597360,5885165,23.21917808219178,M,Black,2017-04-16,0,1,0
704623,4153597,33.53150684931507,M,Black,2018-03-20,0,0,0
1585223,2869394,51.11506849315069,M,Black,2018-10-12,1,0,0
1103608,4541881,27.410958904109588,F,White,2018-01-09,0,0,0
754401,2698916,23.10958904109589,M,Black,2018-11-14,0,0,0
1130673,7005244,25.65205479452055,M,Black,2016-05-28,1,0,1
2456906,6639316,22.794520547945204,F,White,2016-09-14,1,0,0
1412544,5893867,34.942465753424656,F,White,2017-04-13,0,1,0
42402,6701778,32.106849315068494,M,White,2016-08-27,0,0,0
91718,6028961,29.572602739726022,M,Black,2017-03-09,0,0,0
63935,7021379,29.64109589041096,F,White,2016-05-24,1,1,4
786744,3490313,52.75616438356165,M,Black,2018-07-05,0,0,0
146410,5763206,53.31506849315068,M,Black,2017-05-17,1,0,0
192488,6503549,27.32054794520548,F,Black,2016-10-24,0,1,0
15177,5497906,40.90958904109589,M,Black,2017-07-17,0,1,0
1111687,5936371,33.51780821917808,M,White,2017-04-03,0,0,0
228445,7566068,51.843835616438355,M,mixed,2016-01-14,0,0,0
1301492,4810567,26.764383561643836,M,Black,2017-11-16,0,1,0
670782,7255049,25.084931506849315,M,Black,2016-04-10,0,0,1
700259,7347268,42.723287671232875,M,Black,2016-03-16,0,1,0
2401549,5936791,50.57808219178082,M,mixed,2017-04-02,0,0,0
75570,4741552,26.202739726027396,M,White,2017-11-28,0,0,0
224737,7216810,21.2986301369863,F,Black,2016-04-19,0,0,0
909645,5568205,61.298630136986304,F,Black,2017-06-30,0,0,0
38535,5666738,19.22739726027397,M,White,2017-06-08,1,0,0
929734,2971473,40.465753424657535,M,White,2018-09-24,0,0,0
26204,6836725,61.276712328767125,F,mixed,2016-07-17,0,1,0
861665,5132759,34.63835616438356,M,Black,2017-09-23,0,0,0
1431898,5342043,57.12054794520548,M,Black,2017-08-17,0,0,0
511237,6701374,24.175342465753424,F,Black,2016-08-27,0,0,0
725268,6889724,30.73972602739726,M,mixed,2016-07-05,0,0,1
724047,7216276,61.32054794520547,F,Black,2016-04-19,0,0,0
75450,7462166,53.104109589041094,M,White,2016-02-16,0,0,0
2293944,5847419,38.967123287671235,M,Other,2017-04-25,0,0,0
36554,6704707,36.23835616438356,M,mixed,2016-08-26,0,0,0
2079709,6411247,76.73972602739725,F,White,2016-11-17,0,0,0
379371,4641585,25.254794520547943,M,,2017-12-14,0,0,1
91724,5143947,29.24109589041096,M,Black,2017-09-21,0,0,0
1004445,6288988,26.410958904109588,F,Black,2017-01-01,0,0,0
1518057,3815617,24.646575342465752,M,Black,2018-05-05,0,0,0
146236,4665527,37.917808219178085,F,Black,2017-12-11,0,0,0
2134683,6524956,33.87397260273973,M,White,2016-10-18,0,0,0
22194,4884956,37.95616438356164,F,White,2017-11-02,0,0,0
2080856,6710623,50.40547945205479,F,White,2016-08-24,0,0,0
62440,3472322,54.43835616438356,M,White,2018-07-09,1,1,0
54200,6340185,46.75068493150685,F,Black,2016-12-13,0,0,0
84823,2922877,24.0,M,Black,2018-10-02,1,1,2
2870513,3523180,37.221917808219175,M,White,2018-06-28,0,0,0
989697,6368200,18.682191780821917,M,Black,2016-12-01,0,0,0
2119515,5927377,22.589041095890412,M,Black,2017-04-04,1,0,0
1309027,3066846,33.394520547945206,M,White,2018-09-06,0,0,1
64186,6203506,35.85753424657534,M,Black,2017-01-24,0,0,0
359021,3051211,48.394520547945206,M,,2018-09-09,0,0,0
